Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
539449,IGC Industries Limited,IGCIL,IGC Industries Ltd,Active,XT,10.00,INE099S01016,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539450,S H Kelkar and Company Limited,SHK,S H Kelkar and Company Ltd,Active,A ,10.00,INE500L01026,Personal Products,Equity,FMCG (Fast Moving Consumer Goods),Household & Personal Products,Personal Products,Personal Products,
539455,ARYAVAN ENTERPRISE LIMITED,ARYAVAN,Aryavan Enterprise Ltd,Active,XT,10.00,INE360S01012,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
539456,ICICI Prudential Mutual Fund,IPRU8937,ICICI PRUDENTIAL BUSINESS CYCLE FUND SERIES 2 DIRECT PLAN CUMULATIVE OPTION,Suspended,B ,10.00,INF109KB1OH7,-,Equity,-,-,-,-,
539457,ICICI Prudential Mutual Fund,IPRU8938,ICICI PRUDENTIAL BUSINESS CYCLE FUND SERIES 2 DIRECT PLAN DIVIDEND OPTION,Suspended,B ,10.00,INF109KB1OI5,-,Equity,-,-,-,-,
539458,ICICI Prudential Mutual Fund,IPRU2735,ICICI PRUDENTIAL BUSINESS CYCLE FUND SERIES 2 REGULAR PLAN CUMULATIVE OPTION,Suspended,B ,10.00,INF109KB1OF1,-,Equity,-,-,-,-,
539459,ICICI Prudential Mutual Fund,IPRU2736,ICICI PRUDENTIAL BUSINESS CYCLE FUND SERIES 2 REGULAR PLAN DIVIDEND OPTION,Suspended,B ,10.00,INF109KB1OG9,-,Equity,-,-,-,-,
539468,Typhoon Financial Services Limited,TFSL,Typhoon Financial Services Ltd,Active,X ,10.00,INE761R01013,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539469,PANORAMA STUDIOS INTERNATIONAL LIMITED ,PANORAMA,Panorama Studios International Ltd,Active,XT,10.00,INE258R01010,Movies & Entertainment,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Movies & Entertainment,
539470,Shree Ganesh Biotech (India) Limited,SHREEGANES,Shree Ganesh Biotech (India) Ltd,Active,X ,10.00,INE051N01018,Biotechnology,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Biotechnology,
539479,GTV Engineering Limited,GTV,GTV Engineering Ltd,Active,X ,10.00,INE910R01016,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
539480,LIC Mutual Fund,LICNETFN50,LIC MF EXCHANGE TRADED FUND- NIFTY 50,Active,B ,10.00,INF767K01OS7,-,Equity,-,-,-,-,
539481,Pariksha Fin-Invest-Lease Limited,PARIKSHA,Pariksha Fin- Invest- Lease Ltd,Active,XT,10.00,INE270F01010,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539486,Geetanjali Credit And Capital Limited,GEETANJ,Geetanjali Credit and Capital Ltd,Suspended,XT,10.00,INE263R01010,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539487,LIC Mutual Fund,LICNETFSEN,LIC MF EXCHANGE TRADED FUND- SENSEX,Active,A ,10.00,INF767K01OT5,-,Equity,-,-,-,-,
539488,Tirupati Fin-Lease Ltd.,TFLL,Tirupati Finlease Ltd,Active,XT,10.00,INE027S01017,Investment Companies,Equity,Finance,Other Financial Services,Other Financial Services,Investment Companies,
539492,Garbi Finvest Limited,GARBIFIN,Garbi Finvest Ltd,Active,XT,10.00,INE721C01019,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539493,ADHARSHILA CAPITAL SERVICES LIMITED,ADHARSHILA,Adharshila Capital Services Ltd,Active,XT,10.00,INE269F01012,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539494,Smart Finsec Limited,SMARTFIN,Smart Finsec Ltd,Active,X ,1.00,INE766D01020,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539495,Rajkot Investment Trust Limited,RAJKOTINV,Rajkot Investment Trust Ltd,Active,Z ,10.00,INE176R01014,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539506,Adcon Capital Services Limited,ADCON,Adcon Capital Services Ltd,Suspended,XT,10.00,INE805Q01010,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539515,QUINT DIGITAL MEDIA LIMITED,QUINT,Quint Digital Media Ltd,Active,X ,10.00,INE641R01017,Publishing,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Publishing,
539516,HDFC Mutual Fund,HDFCNIFETF,HDFC Nifty ETF,Active,B ,76.13,INF179KC1965,-,Equity,-,-,-,-,
539517,HDFC Mutual Fund,SXETF,HDFC Sensex ETF - Open Ended Traded Fund,Active,A ,250.36,INF179KC1973,-,Equity,-,-,-,-,
539518,Uday Jewellery Industries Limited.,UDAYJEW,Uday Jewellery Industries Ltd,Active,X ,10.00,INE551B01012,Distributors,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Distributors,
539519,Mayukh Dealtrade Limited,MAYUKH,Mayukh Dealtrade Ltd,Active,X ,5.00,INE280E01020,Distributors,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Distributors,
539520,Shailja Commercial Trade Frenzy Limited,SHAILJA,Shailja Commercial Trade Frenzy Ltd,Suspended,Z ,10.00,INE195R01014,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539521,Navigant Corporate Advisors Limited,NAVIGANT,Navigant Corporate Advisors Ltd,Active,M ,10.00,INE364T01012,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
539522,Grovy India Limited,GROVY,Grovy India Ltd,Active,XT,10.00,INE343C01012,Real Estate Investment,Equity,Finance,Real Estate Investment,Real Estate Investment,Real Estate Investment,
539523,Alkem Laboratories Limited,ALKEM,Alkem Laboratories Ltd,Active,A ,2.00,INE540L01014,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
539524,Dr. Lal Pathlabs Limited,LALPATHLAB,Dr. Lal PathLabs Ltd,Active,A ,10.00,INE600L01024,Healthcare Services,Equity,Healthcare,Healthcare Services,Healthcare Services,Healthcare Services,
539525,Navketan Merchants Limited,NAVKETAN,Navketan Merchants Ltd,Suspended,Z ,10.00,INE365G01016,Distributors,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Distributors,
539526,Suncare Traders Limited,SCTL,Suncare Traders Ltd,Active,T ,2.00,INE452S01025,Distributors,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Distributors,
539527,Creative Castings Limited,CREATIVE,Creative Castings Ltd,Active,X ,10.00,INE146E01015,Other Industrial Products,Equity,Industrials,General Industrials,General Industrials,Other Industrial Products,
539528,Aayush Food And Herbs Limited,AAYUSH,Aayush Food and Herbs Ltd,Active,X ,10.00,INE430R01015,Packaged Foods,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Packaged Foods,
539533,ELITECON INTERNATIONAL LIMITED,ELITECON,Elitecon International Ltd,Active,XT,10.00,INE669R01018,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539542,LUX Industries Limited,LUXIND,Lux Industries Ltd,Active,A ,2.00,INE150G01020,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
539543,Valley Magnesite Company Limited,VALLEY,Valley Magnesite Company Ltd,Active,X ,10.00,INE834E01016,Investment Companies,Equity,Finance,Other Financial Services,Other Financial Services,Investment Companies,
539544,Abhishek Infraventures Limited,ABHIINFRA,Abhishek Infraventures Ltd,Active,XT,10.00,INE281P01016,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
539545,Apoorva Leasing Finance & Investment Company Limited,APOORVA,Apoorva Leasing Finance and Investment Company Ltd,Active,X ,10.00,INE217S01014,Investment Companies,Equity,Finance,Other Financial Services,Other Financial Services,Investment Companies,
539546,Beekay Niryat Limited,BNL,Beekay Niryat Ltd,Active,X ,10.00,INE679E01015,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539551,Narayana Hrudayalaya Limited,NH,Narayana Hrudayalaya Ltd,Active,A ,10.00,INE410P01011,Healthcare Facilities,Equity,Healthcare,Healthcare Services,Healthcare Services,Healthcare Facilities,
539552,F MEC INTERNATIONAL FINANCIAL SERVICES LIMITED,FMEC,F Mec International Financial Services Ltd,Active,XT,10.00,INE108T01013,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539559,Deep Diamond India Limited,DDIL,Deep Diamond India Ltd,Active,XT,10.00,INE005G01018,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories,
539560,Abhijit Trading Co. Ltd.,ABHIJIT,Abhijit Trading Company Ltd,Suspended,XT,10.00,INE994N01019,Other Food Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Other Food Products,
539561,REMEDIUM LIFECARE LIMITED,REMLIFE,Remedium Lifecare Ltd,Active,X ,10.00,INE549S01010,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539562,AARNAV FASHIONS LIMITED,AARNAV,Aarnav Fashions Ltd,Active,XT,10.00,INE750R01016,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
539570,ACEWIN AGRITECK LIMITED,ACEWIN,Acewin Agriteck Ltd,Active,MT,10.00,INE742R01013,Other Food Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Other Food Products,
539574,Sunshine Capital Ltd.,SCL,Sunshine Capital Ltd,Suspended,XT,10.00,INE974F01017,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539584,SHARANAM INFRAPROJECT AND TRADING LIMITED,SIPTL,Sharanam Infraproject and Trading Ltd,Active,XT,1.00,INE104S01022,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539593,Shivansh Finserv Limited,SHIVA,Shivansh Finserve Ltd,Active,XT,10.00,INE728Q01014,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
539594,Mishtann Foods Limited,MISHTANN,Mishtann Foods Ltd,Active,XT,1.00,INE094S01041,Packaged Foods,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Packaged Foods,
539595,Natco Economicals Limited,NATECO,Natco Economicals Ltd,Suspended,Z ,10.00,INE174S01017,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
539596,Delta Industrial Resources Limited,DELTA,Delta Industrial Resources Ltd,Suspended,XT,10.00,INE681Q01015,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
539597,Jindal Stainless (Hisar) Limited,JSLHISAR,Jindal Stainless (Hisar) Ltd,Active,A ,2.00,INE455T01018,Iron & Steel Products,Equity,Industrials,General Industrials,General Industrials,Iron & Steel Products,
539598,Oracle Credit Limited,ORACLECR,Oracle Credit Ltd,Active,X ,10.00,INE727C01016,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539599,Kotia Enterprises Limited,KEL,Kotia Enterprises Ltd,Active,X ,10.00,INE079C01012,Distributors,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Distributors,
539600,CHAMAK HOLDINGS LIMITED,CHAMAK,Chamak Holdings Ltd,Active,X ,10.00,INE049R01013,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539607,Blue Cloud Softech Solutions Limited,BLUECLOUDS,Blue Cloud Softech Solutions Ltd,Active,XT,2.00,INE373T01039,IT Software Products,Equity,Information Technology,Software & Services,IT Software & Services,Software Products,
539620,A Infrastructure Limited,AINFRA,A Infrastructure Ltd,Active,X ,5.00,INE534E01020,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products,
539621,BCL Enterprises Limited,BCLENTERPR,BCL Enterprises Ltd,Active,XT,10.00,INE368E01015,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539622,ICICI Prudential Mutual Fund,IPRU8957,ICICI PRUDENTIAL BUSINESS CYCLE FUND SERIES 3 - DIRECT PLAN CUMULATIVE OPTION,Suspended,B ,10.00,INF109KB1PZ6,-,Equity,-,-,-,-,
539623,ICICI Prudential Mutual Fund,IPRU8958,ICICI PRUDENTIAL BUSINESS CYCLE FUND SERIES 3 - DIRECT PLAN DIVIDEND OPTION,Suspended,B ,10.00,INF109KB1QA7,-,Equity,-,-,-,-,
539624,ICICI Prudential Mutual Fund,IPRU2755,ICICI PRUDENTIAL BUSINESS CYCLE FUND SERIES 3 - REGULAR PLAN CUMULATIVE OPTION,Suspended,B ,10.00,INF109KB1PX1,-,Equity,-,-,-,-,
539625,ICICI Prudential Mutual Fund,IPRU2756,ICICI PRUDENTIAL BUSINESS CYCLE FUND SERIES 3 - REGULAR PLAN DIVIDEND OPTION,Suspended,B ,10.00,INF109KB1PY9,-,Equity,-,-,-,-,
539632,AAR COMMERCIAL COMPANY LIMITED,AARCOM,AAR Commercial Company Ltd,Active,XT,10.00,INE184K01013,Distributors,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Distributors,
539636,Precision Camshafts Limited,PRECAM,Precision Camshafts Ltd,Active,B ,10.00,INE484I01029,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment,
539637,Blueblood Ventures Limited,BVL,Blueblood Ventures Ltd,Active,M ,10.00,INE562S01013,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
539658,TeamLease Services Limited,TEAMLEASE,TeamLease Services Ltd,Active,A ,10.00,INE985S01024,Sp.Consumer Services,Equity,CDGS (Consumer Discretionary Goods & Services),Diversified Consumer Services,Diversified Consumer Services,Specialized Consumer Services,
539659,Vidli Restaurants Limited,VIDLI,Vidli Restaurants Ltd,Active,M ,10.00,INE564S01019,Restaurants,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Restaurants,
539660,BEST AGROLIFE LIMITED,BESTAGRO,Best Agrolife Ltd,Active,B ,10.00,INE052T01013,Agrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Agrochemicals,
539661,ACE MEN ENGG WORKS LIMITED,ACEMEN,Ace Men Engg Works Ltd,Active,XT,10.00,INE023R01018,Distributors,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Distributors,
539662,BFL Asset Finvest Limited,BFLAFL,BFL Asset Finvest Ltd,Active,X ,10.00,INE948Q01018,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539669,RGF Capital Markets Limited,RGF,RGF Capital Markets Ltd,Suspended,Z ,1.00,INE684D01025,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539673,Radhagobind Commercial Limited,RCL,Radhagobind Commercial Ltd,Suspended,XT,10.00,INE792P01012,Distributors,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Distributors,
539678,Quick Heal Technologies Limited,QUICKHEAL,Quick Heal Technologies Ltd,Active,B ,10.00,INE306L01010,IT Software Products,Equity,Information Technology,Software & Services,IT Software & Services,Software Products,
539679,Kapil Raj Finance Ltd.,KAPILRAJ,Kapil Raj Finance Ltd,Active,X ,10.00,INE332Q01015,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539680,Ganga Pharmaceuticals Limited,GANGAPHARM,Ganga Pharmaceuticals Ltd,Active,M ,10.00,INE615T01017,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
539681,dynamic Archistructures Limited,DAL,Dynamic Archistructures Ltd,Active,XT,10.00,INE874E01012,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539682,Sylph Education Solutions Limited,SESL,Sylph Education Solutions Ltd,Active,T ,10.00,INE622Q01019,Education,Equity,CDGS (Consumer Discretionary Goods & Services),Diversified Consumer Services,Diversified Consumer Services,Education,
539683,Shivkamal Impex Limited,SHIVKAMAL,Shivkamal Impex Ltd,Active,XT,10.00,INE429R01017,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539686,K.P. Energy Limited,KPEL,K.P. Energy Ltd,Active,T ,10.00,INE127T01013,Electric Utilities,Equity,Utilities,Utilities,Utilities,Electric Utilities,
539691,Real Growth Commercial Enterprises Ltd.,RGCEL,Real Growth Commercial Enterprises Ltd,Suspended,Z ,10.00,INE836D01013,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
539692,INTERACTIVE FINANCIAL SERVICES LIMITED,IFINSER,Interactive Financial Services Ltd,Active,X ,10.00,INE064T01018,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
539693,Alora Trading Company Limited,ALORA,Alora Trading Company Ltd,Suspended,Z ,10.00,INE527R01018,Real Estate Investment,Equity,Finance,Real Estate Investment,Real Estate Investment,Real Estate Investment,
539697,HILIKS TECHNOLOGIES LIMITED,HILIKS,Hiliks Technologies Ltd,Active,XT,10.00,INE966Q01010,Real Estate Investment,Equity,Finance,Real Estate Investment,Real Estate Investment,Real Estate Investment,
539708,ICICI Prudential Mutual Fund,IPRU2766,ICICI PRUDENTIAL INDIA RECOVERY FUND SERIES 4 - CUMULATIVE OPTION,Suspended,B ,10.00,INF109KB1QX9,-,Equity,-,-,-,-,
539709,ICICI Prudential Mutual Fund,IPRU2767,ICICI PRUDENTIAL INDIA RECOVERY FUND SERIES 4 - DIVIDEND OPTION,Suspended,B ,10.00,INF109KB1QV3,-,Equity,-,-,-,-,
