Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
500142,FGP Ltd,FGP,FGP LTD.,Active,X ,10.00,INE512A01016,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
500143,P.H. Capital Ltd.,PHCAP,PH CAPITAL LTD.,Active,X ,10.00,INE160F01013,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
500144,"Finolex Cables Ltd.,",FINCABLES,FINOLEX CABLES LTD.,Active,A ,2.00,INE235A01022,Other Elect.Equip./ Prod.,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment/ Products,
500145,"First Leasing Co. of India Ltd.,",FIRSTLEASE,FIRST LEASING CO.OF INDIA LTD.,Delisted,Z ,10.00,INE492B01019,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
500147,JOHN COCKERILL INDIA LIMITED,COCKERILL,John Cockerill India Ltd-$,Active,X ,10.00,INE515A01019,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
500148,Uflex Limited,UFLEX,UFLEX LTD.,Active,A ,10.00,INE516A01017,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
500149,Floatglass India Limited,FLOAI,FLOATGLASS INDIA LTD.,Delisted,B ,10.00,INE517A01015,-,Equity,-,-,-,-,
500150,Foseco India Ltd,FOSECOIND,FOSECO INDIA LTD.,Active,B ,10.00,INE519A01011,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
500151,Golden Tobacco Ltd.,GOLDENTOBC,GOLDEN TOBACCO LTD.,Active,B ,10.00,INE973A01010,Cigarettes-Tobacco Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,
500152,"G.R. Magnets, Ltd.",GRMAG,G.R.MAGNETS LTD.,Delisted,Z ,10.00,INE523A01013,-,Equity,-,-,-,-,
500153,"Ganesh Benzoplast Ltd.,",GANESHBE,GANESH BENZOPLAST LTD.,Active,B ,1.00,INE388A01029,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
500154,Futuristic Offshore Services and Chemical Ltd.,FOSCL,FUTURISTIC OFFSHORE SERVICES & CHEMICAL LTD.,Suspended,X ,10.00,INE418A01016,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
500155,Garden Silk Mills Ltd.,GARDENSILK,GARDEN SILK MILLS LTD.,Delisted,B ,10.00,INE526A01016,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
500156,German Remedies Ltd.,GRMNR,GERMAN REMEDIES LTD.,Delisted,B ,10.00,INE382A01014,-,Equity,-,-,-,-,
500157,GIC Balanced Fund,GICBALN-B,GICBALN-B,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
500158,GIC Big Value (QRT),GICBGVL-B,GICBGVL-B,Delisted,Z ,10.00,-,-,Equity,-,-,-,-,
500159,Metroglobal Limited,METROGLOBL,Metroglobal Limited,Active,X ,10.00,INE085D01033,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products,
500160,GTL Ltd,GTL,GTL LTD.,Active,B ,10.00,INE043A01012,Other Telecom Services,Equity,Telecom,Telecom Services,Telecom Services,Other Telecom Services,
500161,"Global Trust Bank Ltd.,",GTB,GLOBAL TRUST BANK LTD.,Delisted,T ,10.00,INE130A01017,-,Equity,-,-,-,-,
500162,Parrys  Sugar  Industries Limited,PARRYSUGAR,PARRYS SUGAR INDUSTRIES LTD.,Delisted,B ,10.00,INE353B01021,Sugar,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Sugar,
500163,"Godfrey Phillips India Ltd.,",GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.,Active,A ,2.00,INE260B01028,Cigarettes-Tobacco Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,
500164,Godrej Industries Ltd.,GODREJIND,GODREJ INDUSTRIES LTD.,Active,A ,1.00,INE233A01035,Packaged Foods,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Packaged Foods,
500165,Kansai Nerolac Paints,KANSAINER,KANSAI NEROLAC PAINTS LTD.,Active,A ,1.00,INE531A01024,Furniture-Furnishing-Paints,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,"Furniture, Furnishing & Paints",
500166,"Goodricke Group Ltd.,",GOODRICKE,GOODRICKE GROUP LTD.,Active,XT,10.00,INE300A01016,Tea & Coffee,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Tea & Coffee,
500167,"Good Value Marketing Co. Ltd.,",GOVMC,GOOD VALUE MARKETING CO.LTD.,Delisted,Z ,10.00,INE532A01014,Fertilizers,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Fertilizers,
500168,"Goodyear India Ltd.,",GOODYEAR,GOODYEAR INDIA LTD.,Active,B ,10.00,INE533A01012,Auto Tyres & Rubber Products,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Tyres & Rubber Products,
500169,"Grapco Mining & Co. Ltd.,",GRPCOMI,GRAPCO MINING & CO.LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
500170,GTN Industries Limited,GTNINDS,GTN INDUSTRIES LTD.,Active,XT,10.00,INE537A01013,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
500171,GHCL Ltd.,GHCL,GHCL LTD.,Active,A ,10.00,INE539A01019,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
500173,GFL LIMITED,GFLLIMITED,GFL Ltd,Active,B ,1.00,INE538A01037,Holding Companies,Equity,Finance,Other Financial Services,Other Financial Services,Holding Companies,
500174,"Gujarat Lease Financing Limited,",GLFL,GUJARAT LEASE FINANCING LTD.,Suspended,T ,10.00,INE540A01017,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
500175,"Gujarat Telephone Cables, Ltd.,",GTCL,GUJARAT TELEPHONE CABLES LTD.,Delisted,B ,10.00,INE261B01018,-,Equity,-,-,-,-,
500176,HAMCO Mining & Smelting ltd.,HAMCMIN-B,HAMCO MINING & SMELTING LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
500177,Hanil Era Textiles Ltd.,HANILERA,HANIL ERA TEXTILES LTD.,Delisted,T ,10.00,INE021D01012,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
500178,"Harig Crankshafts Ltd.,",HARCR,HARIG CRANKSHAFTS LTD.,Suspended,X ,1.00,INE905C01026,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment,
500179,HCL Infosystems Ltd,HCL-INSYS,HCL INFOSYSTEMS LTD.,Active,B ,2.00,INE236A01020,Computer Hardware,Equity,Information Technology,Hardware Technology & Equipment,Computers & Peripherals,Computer Hardware,
500180,HDFC Bank Ltd.,HDFCBANK,HDFC Bank Ltd,Active,A ,1.00,INE040A01034,Banks,Equity,Finance,Banks,Banks,Banks,
500181,Herbertsons Ltd.,HRBTSON-B,HERBERTSONS LTD.,Delisted,B ,10.00,INE546A1014 ,-,Equity,-,-,-,-,
500182,Hero MotoCorp Limited,HEROMOTOCO,HERO MOTOCORP LTD.,Active,A ,2.00,INE158A01026,2/3 Wheelers,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Automobiles,2/3 Wheelers,
500183,HFCL LIMITED,HFCL,HFCL Ltd,Active,A ,1.00,INE548A01028,Telecom Cables,Equity,Telecom,Telecommunications Equipment,Telecommunications Equipment,Telecom Cables,
500184,Himadri Speciality Chemical Ltd.,HSCL,Himadri Speciality Chemical Ltd,Active,A ,1.00,INE019C01026,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals,
500185,"Hindustan Construction Co. Ltd.,",HCC,HINDUSTAN CONSTRUCTION CO.LTD.,Active,A ,1.00,INE549A01026,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,
500186,Hindustan Oil Exploration Co. Ltd.,HINDOILEXP,HINDUSTAN OIL EXPLORATION CO.LTD.,Active,A ,10.00,INE345A01011,Exploration & Production,Equity,Energy,Oil & Gas,Oil & Gas Producers,Exploration & Production,
500187,HSIL Limited,HSIL,HSIL LTD.,Active,A ,2.00,INE415A01038,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
500188,"Hindustan Zinc Ltd.,",HINDZINC,HINDUSTAN ZINC LTD.,Active,A ,2.00,INE267A01025,Zinc,Equity,Basic Materials,Metals & Mining,Non-ferrous Metals,Zinc,
500189,NXTDIGITAL LIMITED ,NXTDIGITAL,Nxtdigital Ltd,Active,B ,10.00,INE353A01023,Broadcasting & Cable TV,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Broadcasting & Cable TV,
500190,Hitech Drilling Services India Ltd.,HITDRDM,HITECH DRILLING SERVICES INDIA LTD.,Delisted,B ,10.00,INE555A01015,-,Equity,-,-,-,-,
500191,HMT Limited,HMT,HMT LTD.,Active,Z ,10.00,INE262A01018,Commercial Vehicles,Equity,Industrials,Capital Goods,Machinery,"Construction, Agricultural & Commercial Vehicles",
500192,Prag Bosimi Synthetics Ltd.,PRAGBOS,PRAG BOSIMI SYNTHETICS LTD.,Active,XT,10.00,INE962B01011,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
500193,HLV LIMITED,HLVLTD,HLV Ltd,Active,T ,2.00,INE102A01024,Hotels,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Hotels,
500195,Hotline Glass Ltd.,HOTLINGLAS,HOTLINE GLASS LTD.,Delisted,XD,10.00,INE676B01017,Consumer Electronics,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,Consumer Electronics,
500197,"Hytaisun Magnetics Ltd.,",HTSUMAG,HYTAISUN MAGNETICS LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
500198,"IBP Co. Ltd.,",IBP,IBP CO.LTD.,Delisted,B ,10.00,INE261A01010,-,Equity,-,-,-,-,
500199,IG Petrochemicals Ltd,IGPL,I G PETROCHEMICALS LTD.,Active,B ,10.00,INE204A01010,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
500201,India Glycols Ltd,INDIAGLYCO,INDIA GLYCOLS LTD.,Active,A ,10.00,INE560A01015,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
500202,"India Lease Devl. Ltd.,",INDLEASE,INDIA LEASE DEVELOPMENT LTD.,Active,X ,10.00,INE333C01013,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
500203,"India Polyfibres Ltd.,",INDPOLY,INDIA POLYFIBRES LTD.,Delisted,B ,10.00,INE860C01015,-,Equity,-,-,-,-,
500204,"India Securities Ltd.,",INDSEC,INDIA SECURITIES LTD.,Delisted,B ,1.00,INE134A01035,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services,
500206,Margo Finance Limited,MARGOFIN,Margo Finance Limited,Active,X ,10.00,INE680B01019,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
500207,"Indo Rama Synthetics (India) Ltd.,",INDORAMA,INDO RAMA SYNTHETICS (INDIA) LTD.,Active,B ,10.00,INE156A01020,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
500208,Indu Nissan Oxo-Chemical Industries,INDUNISS,INDU NISSAN OXO-CHEMICAL INDUSTRIES LTD.,Delisted,X ,10.00,INE599C01019,Commodity Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Commodity Chemicals,
500209,Infosys Ltd,INFY,INFOSYS LTD.,Active,A ,5.00,INE009A01021,IT Consulting & Software,Equity,Information Technology,Software & Services,IT Software & Services,IT Consulting & Application Software,
500210,Ingersoll-Rand (India) Ltd.,INGERRAND,INGERSOLL-RAND (INDIA) LTD.,Active,A ,10.00,INE177A01018,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
500211,Insilco Ltd,INSILCO,INSILCO LTD.,Active,X ,10.00,INE901A01011,Other Industrial Goods,Equity,Industrials,Capital Goods,Machinery,Other Industrial Goods,
500212,Integrated Financial Services Ltd.,IFSL,INTEGRATED FINANCIAL SERVICES LTD.,Delisted,XT,10.00,INE898B01017,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
500213,International Travel House Ltd,ITHL,INTERNATIONAL TRAVEL HOUSE LTD.-$,Active,X ,10.00,INE262B01016,Travel Support Services,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Travel Support Services,
500214,Ion Exchange (India) Ltd,IONEXCHANG,ION EXCHANGE (INDIA) LTD.-$,Active,A ,10.00,INE570A01014,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
500215,Agro Tech Foods Ltd,ATFL,AGRO TECH FOODS LTD.,Active,A ,10.00,INE209A01019,Other Agricultural Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Other Agricultural Products,
500216,ITC Hotels Limited,ITCHOTEL,ITC HOTELS LTD.,Delisted,B ,10.00,INE379A01010,-,Equity,-,-,-,-,
500217,ITW Signode India Ltd,ITWSGDM,ITW SIGNODE INDIA LTD.,Delisted,B ,10.00,INE240A01014,-,Equity,-,-,-,-,
500218,J.K.Pharmachem Ltd.,JKPHARMA,J.K.PHARMACHEM LTD.,Suspended,X ,10.00,INE335C01018,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
500219,"Jain Irrigation Systems Ltd.,",JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.,Active,A ,2.00,INE175A01038,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
500220,Jasch Industries Ltd.,JASCH,JASCH INDUSTRIES LTD.,Active,X ,10.00,INE711C01010,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
500221,"Jaypee Hotels Ltd.,",JPHOTEL,JAYPEE HOTELS LTD.,Delisted,T ,10.00,INE851A01018,-,Equity,-,-,-,-,
500222,"JCT Electronics Ltd.,",JCTEL,JCT ELECTRONICS LTD.,Delisted,XT,1.00,INE264B01020,Consumer Electronics,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,Consumer Electronics,
500223,JCT Ltd,JCTLTD,JCT LTD.,Active,XT,2.50,INE945A01026,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
500224,Nalwa Sons Investment Ltd,JNDST,JNDST,Delisted,B ,10.00,INE023A01014,-,Equity,-,-,-,-,
500226,Consolidated Finvest & Holdings Limited,CONSOFIN,CONSOLIDATED FINVEST & HOLDINGS LTD.,Delisted,B ,10.00,INE025A01027,-,Equity,-,-,-,-,
500227,Jindal Poly Films Ltd.,JINDALPOLY,JINDAL POLY FILMS LTD.,Active,A ,10.00,INE197D01010,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging,
500228,JSW Steel Limited,JSWSTEEL,JSW STEEL LTD.,Active,A ,1.00,INE019A01038,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
500229,JSW Steel Limited,JINDVJY,JINDVJY,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
500230,JSW Steel Limited,JINDALV,JINDALV,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
500231,Umang Dairies Limited,UMANGDAIR,UMANG DAIRIES LTD.,Active,B ,5.00,INE864B01027,Packaged Foods,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Food Products,Packaged Foods,
500232,Jord Engineers India Ltd,JORDENG-B,JORD ENGINEERS INDIA LTD.,Delisted,P ,10.00,INE666F01019,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
500233,Kajaria Ceramics Ltd,KAJARIACER,KAJARIA CERAMICS LTD.,Active,A ,1.00,INE217B01036,Furniture-Furnishing-Paints,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,"Furniture, Furnishing & Paints",
500234,Kakatiya Cement Sugar & Industries Ltd.,KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,Active,B ,10.00,INE437B01014,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products,
500235,Kalyani Steels Ltd,KSL,KALYANI STEELS LTD.,Active,A ,5.00,INE907A01026,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
500236,Kanel Industries Limited,KANELIND,Kanel Industries Limited,Active,X ,10.00,INE252C01015,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors,
500237,Kedia Distilleries Ltd.,KEDIADI-B,KEDIA DISTILLERIES LTD.,Delisted,Z ,10.00,NA          ,-,Equity,-,-,-,-,
500238,Whirlpool of India Ltd,WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,Active,A ,10.00,INE716A01013,Consumer Electronics,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,Consumer Electronics,
500239,K.G.Denim Ltd,KGDENIM,KG DENIM LTD.,Active,X ,10.00,INE104A01012,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
500240,"Kinetic Engineering Ltd.,",KINETICENG,KINETIC ENGINEERING LTD.,Active,XT,10.00,INE266B01017,2/3 Wheelers,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Automobiles,2/3 Wheelers,
500241,"Kirloskar Brothers Ltd.,",KIRLOSBROS,KIRLOSKAR BROTHERS LTD.-$,Active,A ,2.00,INE732A01036,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
500242,"Kirloskar Pneumatic Co. Ltd.,",KIRPNDM,KIRLOSKAR PNEUMATIC CO.LTD.,Delisted,B ,10.00,INE328A01017,-,Equity,-,-,-,-,
500243,Kirloskar Industries Ltd,KIRLOSIND,Kirloskar Industries Ltd,Active,B ,10.00,INE250A01039,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
500245,Kirloskar Ferrous Industries Ltd.,KIRLFER,KIRLOSKAR FERROUS INDUSTRIES LTD.,Active,A ,5.00,INE884B01025,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
500246,Envair Electrodyne Ltd.,ENVAIREL,ENVAIR ELECTRODYNE LTD.,Active,X ,10.00,INE601C01013,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
500247,Kotak Mahindra Bank Ltd.,KOTAKBANK,KOTAK MAHINDRA BANK LTD.,Active,A ,5.00,INE237A01028,Banks,Equity,Finance,Banks,Banks,Banks,
500248,KRISHNA FILAMENT INDUSTRIES LIMITED,KRIFILIND,Krishna Filament Industries Ltd,Active,XT,10.00,INE073A01019,Plastic Products,Equity,Industrials,General Industrials,General Industrials,Plastic Products,
500249,KSB LIMITED,KSB,KSB Ltd,Active,A ,10.00,INE999A01015,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
500250,L.g.Balkrishnan & Bros. Ltd.,LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.,Active,A ,10.00,INE337A01034,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment,
500251,Trent Ltd [Lakme Ltd],TRENT,TRENT LTD.,Active,A ,1.00,INE849A01020,Specialty Retail,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Specialty Retail,
500252,"Lakshmi Machine Works Ltd.,",LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,Active,A ,10.00,INE269B01029,Industrial Machinery,Equity,Industrials,Capital Goods,Machinery,Industrial Machinery,
500253,Lic Housing Finance Ltd.,LICHSGFIN,LIC HOUSING FINANCE LTD.,Active,A ,2.00,INE115A01026,Housing Finance ,Equity,Finance,Other Financial Services,Other Financial Services,Housing Finance Companies,
500254,Uttam Value Steels Limited,UTTAMVALUE,UTTAM VALUE STEELS LTD.,Delisted,B ,1.00,INE292A01023,Iron & Steel/Interm.Products,Equity,Basic Materials,Metals & Mining,Steel,Iron & Steel and Intermediary Products,
500255,"L.M.L. Limited,",LML,LML LTD.,Delisted,X ,10.00,INE862A01015,2/3 Wheelers,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Automobiles,2/3 Wheelers,
500256,"Lok Housing & Construction Ltd.,",LOKHSG,LOK HOUSING & CONSTRUCTIONS LTD.-$,Delisted,Z ,10.00,INE367C01011,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty,
500257,Lupin Ltd,LUPIN,LUPIN LTD.,Active,A ,2.00,INE326A01037,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
500258,Lupin Laboratories Ltd.,LUPINDM,LUPIN LABORATORIES LTD.,Delisted,B ,10.00,INE327A01019,-,Equity,-,-,-,-,
500259,"Lyka Labs Ltd.,",LYKALABS,LYKA LABS LTD.,Active,T ,10.00,INE933A01014,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals,
500260,The Ramco Cements Limited,RAMCOCEM,The Ramco Cements Limited,Active,A ,1.00,INE331A01037,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products,
500261,"Madras Petro-Chem. Ltd.,",MDRPTRO,MADRAS PETRO-CHEM LTD.,Delisted,P ,10.00,NA          ,Refineries/ Petro-Products,Equity,Energy,Oil & Gas,Oil & Gas Producers,Refineries/ Petroleum Products,
500262,HYBRID FINANCIAL SERVICES LIMITED,HYBRIDFIN,Hybrid Financial Services Ltd,Suspended,B ,5.00,INE965B01022,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs),
500264,"Mafatlal Industries Ltd.,",MAFATIND,MAFATLAL INDUSTRIES LTD.-$,Active,X ,10.00,INE270B01027,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles,
